#arch : x86_64
#CPU : x86_64
#OS : Linux
#version : 4.15.0-20-generic
#mem alloc : hugeFS
#using 1 threads
#using memory mode : SAME_BUFFER
#STEP_SIZE = 16
#LOOP_NB0 = 320000000
#buffer init with 0.0 = true
#mem_size   nb_double   time
59 ko	7552	0.013881	0
60 ko	7680	0.01383	0
61 ko	7808	0.014125	0
62 ko	7936	0.014066	0
63 ko	8064	0.014083	0
64 ko	8192	0.014683	0
65 ko	8320	0.014388	0
66 ko	8448	0.014543	0
67 ko	8576	0.014731	0
68 ko	8704	0.014902	0
69 ko	8832	0.013941	0
70 ko	8960	0.013743	0
71 ko	9088	0.013863	0
72 ko	9216	0.014905	0
73 ko	9344	0.016122	0
74 ko	9472	0.014329	0
75 ko	9600	0.014254	0
76 ko	9728	0.014939	0
77 ko	9856	0.014161	0
78 ko	9984	0.015407	0
79 ko	10112	0.013734	0
80 ko	10240	0.013568	0
81 ko	10368	0.014364	0
82 ko	10496	0.014144	0
83 ko	10624	0.013953	0
84 ko	10752	0.014532	0
85 ko	10880	0.014477	0
86 ko	11008	0.014259	0
87 ko	11136	0.014245	0
88 ko	11264	0.014028	0
89 ko	11392	0.013882	0
90 ko	11520	0.014221	0
91 ko	11648	0.014049	0
92 ko	11776	0.01436	0
93 ko	11904	0.013929	0
94 ko	12032	0.014219	0
95 ko	12160	0.014491	0
96 ko	12288	0.014361	0
97 ko	12416	0.014086	0
98 ko	12544	0.014227	0
99 ko	12672	0.014322	0
100 ko	12800	0.014583	0
101 ko	12928	0.014138	0
102 ko	13056	0.014034	0
103 ko	13184	0.013799	0
104 ko	13312	0.014141	0
105 ko	13440	0.013742	0
106 ko	13568	0.013831	0
107 ko	13696	0.013623	0
108 ko	13824	0.014628	0
109 ko	13952	0.013843	0
110 ko	14080	0.013872	0
111 ko	14208	0.014518	0
112 ko	14336	0.013727	0
113 ko	14464	0.014189	0
114 ko	14592	0.013924	0
115 ko	14720	0.013867	0
116 ko	14848	0.01424	0
117 ko	14976	0.013451	0
118 ko	15104	0.014151	0
119 ko	15232	0.014091	0
120 ko	15360	0.015721	0
121 ko	15488	0.014641	0
122 ko	15616	0.014453	0
123 ko	15744	0.013841	0
124 ko	15872	0.014089	0
125 ko	16000	0.014198	0
126 ko	16128	0.01378	0
127 ko	16256	0.013893	0
128 ko	16384	0.01396	0
129 ko	16512	0.013816	0
130 ko	16640	0.01362	0
131 ko	16768	0.01459	0
132 ko	16896	0.015498	0
133 ko	17024	0.014127	0
134 ko	17152	0.014235	0
135 ko	17280	0.014203	0
136 ko	17408	0.014348	0
137 ko	17536	0.0144	0
138 ko	17664	0.01442	0
139 ko	17792	0.014495	0
140 ko	17920	0.014409	0
141 ko	18048	0.014465	0
142 ko	18176	0.014315	0
143 ko	18304	0.014907	0
144 ko	18432	0.016742	0
145 ko	18560	0.015187	0
146 ko	18688	0.014701	0
147 ko	18816	0.014373	0
148 ko	18944	0.014046	0
149 ko	19072	0.014501	0
150 ko	19200	0.014557	0
151 ko	19328	0.014026	0
152 ko	19456	0.014301	0
153 ko	19584	0.014032	0
154 ko	19712	0.014144	0
155 ko	19840	0.014355	0
156 ko	19968	0.014132	0
157 ko	20096	0.01515	0
159 ko	20352	0.017916	0
161 ko	20608	0.015481	0
163 ko	20864	0.01462	0
165 ko	21120	0.014451	0
167 ko	21376	0.016466	0
169 ko	21632	0.014767	0
171 ko	21888	0.014669	0
173 ko	22144	0.014528	0
175 ko	22400	0.014509	0
177 ko	22656	0.014483	0
179 ko	22912	0.014437	0
181 ko	23168	0.014428	0
183 ko	23424	0.014513	0
185 ko	23680	0.014701	0
187 ko	23936	0.014704	0
189 ko	24192	0.014569	0
191 ko	24448	0.014593	0
193 ko	24704	0.014715	0
195 ko	24960	0.014399	0
197 ko	25216	0.014803	0
199 ko	25472	0.014664	0
201 ko	25728	0.014734	0
203 ko	25984	0.014701	0
205 ko	26240	0.014623	0
207 ko	26496	0.014593	0
209 ko	26752	0.014596	0
211 ko	27008	0.014806	0
213 ko	27264	0.014521	0
215 ko	27520	0.014697	0
217 ko	27776	0.014522	0
219 ko	28032	0.014667	0
221 ko	28288	0.014554	0
223 ko	28544	0.014589	0
225 ko	28800	0.014615	0
227 ko	29056	0.01458	0
229 ko	29312	0.014522	0
231 ko	29568	0.014545	0
233 ko	29824	0.014469	0
235 ko	30080	0.014569	0
237 ko	30336	0.014584	0
239 ko	30592	0.014465	0
241 ko	30848	0.014529	0
243 ko	31104	0.01448	0
245 ko	31360	0.014492	0
247 ko	31616	0.015673	0
249 ko	31872	0.014653	0
251 ko	32128	0.014432	0
253 ko	32384	0.014442	0
255 ko	32640	0.014445	0
257 ko	32896	0.014763	0
261 ko	33408	0.016614	0
265 ko	33920	0.018717	0
269 ko	34432	0.017577	0
273 ko	34944	0.017486	0
277 ko	35456	0.018215	0
281 ko	35968	0.018912	0
285 ko	36480	0.019728	0
289 ko	36992	0.020566	0
293 ko	37504	0.021313	0
297 ko	38016	0.022073	0
301 ko	38528	0.022818	0
305 ko	39040	0.023535	0
309 ko	39552	0.024261	0
313 ko	40064	0.025043	0
317 ko	40576	0.025849	0
321 ko	41088	0.026355	0
325 ko	41600	0.026629	0
329 ko	42112	0.026889	0
333 ko	42624	0.027145	0
337 ko	43136	0.027389	0
341 ko	43648	0.027621	0
345 ko	44160	0.027867	0
349 ko	44672	0.029044	0
353 ko	45184	0.028699	0
357 ko	45696	0.028611	0
361 ko	46208	0.028754	0
365 ko	46720	0.028959	0
369 ko	47232	0.029168	0
373 ko	47744	0.029365	0
377 ko	48256	0.029556	0
381 ko	48768	0.029755	0
385 ko	49280	0.029963	0
389 ko	49792	0.030166	0
393 ko	50304	0.030388	0
397 ko	50816	0.030609	0
401 ko	51328	0.030845	0
405 ko	51840	0.031007	0
409 ko	52352	0.031227	0
413 ko	52864	0.03136	0
417 ko	53376	0.031598	0
421 ko	53888	0.031976	0
425 ko	54400	0.031905	0
429 ko	54912	0.033568	0
433 ko	55424	0.03247	0
437 ko	55936	0.032421	0
441 ko	56448	0.032588	0
445 ko	56960	0.032752	0
449 ko	57472	0.032847	0
453 ko	57984	0.032925	0
457 ko	58496	0.032807	0
461 ko	59008	0.032696	0
465 ko	59520	0.032704	0
469 ko	60032	0.032704	0
473 ko	60544	0.032709	0
477 ko	61056	0.032759	0
481 ko	61568	0.033108	0
485 ko	62080	0.03288	0
489 ko	62592	0.032879	0
493 ko	63104	0.032877	0
497 ko	63616	0.032883	0
501 ko	64128	0.035383	0
505 ko	64640	0.03306	0
509 ko	65152	0.032883	0
513 ko	65664	0.036228	0
521 ko	66688	0.0358	0
529 ko	67712	0.033024	0
537 ko	68736	0.032883	0
545 ko	69760	0.032887	0
553 ko	70784	0.032892	0
561 ko	71808	0.032938	0
569 ko	72832	0.033016	0
577 ko	73856	0.032897	0
585 ko	74880	0.032897	0
593 ko	75904	0.0329	0
601 ko	76928	0.032896	0
609 ko	77952	0.032903	0
617 ko	78976	0.0329	0
625 ko	80000	0.032906	0
633 ko	81024	0.035796	0
641 ko	82048	0.032915	0
649 ko	83072	0.032912	0
657 ko	84096	0.032979	0
665 ko	85120	0.032911	0
673 ko	86144	0.032912	0
681 ko	87168	0.032953	0
689 ko	88192	0.033009	0
697 ko	89216	0.032912	0
705 ko	90240	0.032925	0
713 ko	91264	0.032924	0
721 ko	92288	0.032919	0
729 ko	93312	0.032924	0
737 ko	94336	0.032994	0
745 ko	95360	0.032923	0
753 ko	96384	0.032927	0
761 ko	97408	0.032966	0
769 ko	98432	0.032925	0
777 ko	99456	0.035708	0
785 ko	100480	0.032934	0
793 ko	101504	0.032966	0
801 ko	102528	0.032952	0
809 ko	103552	0.033055	0
817 ko	104576	0.03293	0
825 ko	105600	0.032932	0
833 ko	106624	0.032937	0
841 ko	107648	0.032934	0
849 ko	108672	0.032934	0
857 ko	109696	0.032936	0
865 ko	110720	0.032938	0
873 ko	111744	0.033019	0
881 ko	112768	0.032927	0
889 ko	113792	0.032935	0
897 ko	114816	0.032941	0
905 ko	115840	0.032935	0
913 ko	116864	0.032936	0
921 ko	117888	0.035351	0
929 ko	118912	0.033251	0
937 ko	119936	0.032954	0
945 ko	120960	0.032942	0
953 ko	121984	0.032943	0
961 ko	123008	0.032951	0
969 ko	124032	0.032939	0
977 ko	125056	0.033053	0
985 ko	126080	0.03295	0
993 ko	127104	0.032941	0
1001 ko	128128	0.033044	0
1009 ko	129152	0.032984	0
1017 ko	130176	0.032937	0
1025 ko	131200	0.032992	0
1033 ko	132224	0.032943	0
1041 ko	133248	0.033038	0
1049 ko	134272	0.033188	0
1057 ko	135296	0.032943	0
1065 ko	136320	0.034063	0
1073 ko	137344	0.033201	0
1081 ko	138368	0.03294	0
1089 ko	139392	0.032939	0
1097 ko	140416	0.032932	0
1105 ko	141440	0.032942	0
1113 ko	142464	0.032947	0
1121 ko	143488	0.032942	0
1129 ko	144512	0.032945	0
1137 ko	145536	0.032932	0
1145 ko	146560	0.032938	0
1153 ko	147584	0.032944	0
1161 ko	148608	0.032977	0
1169 ko	149632	0.033047	0
1177 ko	150656	0.032954	0
1185 ko	151680	0.032937	0
1193 ko	152704	0.032942	0
1201 ko	153728	0.03294	0
1209 ko	154752	0.033926	0
1217 ko	155776	0.03295	0
1225 ko	156800	0.032933	0
1233 ko	157824	0.032938	0
1241 ko	158848	0.03297	0
1249 ko	159872	0.032983	0
1257 ko	160896	0.032932	0
1265 ko	161920	0.032944	0
1273 ko	162944	0.03293	0
1281 ko	163968	0.032835	0
1289 ko	164992	0.032957	0
1297 ko	166016	0.03294	0
1305 ko	167040	0.032934	0
1313 ko	168064	0.032945	0
1321 ko	169088	0.032939	0
1329 ko	170112	0.032951	0
1337 ko	171136	0.033047	0
1345 ko	172160	0.032931	0
1353 ko	173184	0.034268	0
1361 ko	174208	0.032987	0
1369 ko	175232	0.032946	0
1377 ko	176256	0.032937	0
1385 ko	177280	0.033088	0
1393 ko	178304	0.033015	0
1401 ko	179328	0.032968	0
1409 ko	180352	0.033049	0
1417 ko	181376	0.032941	0
1425 ko	182400	0.032939	0
1433 ko	183424	0.032933	0
1441 ko	184448	0.032926	0
1449 ko	185472	0.03294	0
1457 ko	186496	0.032968	0
1465 ko	187520	0.032936	0
1473 ko	188544	0.032948	0
1481 ko	189568	0.033078	0
1489 ko	190592	0.032928	0
1497 ko	191616	0.034358	0
1505 ko	192640	0.033121	0
1513 ko	193664	0.032946	0
1521 ko	194688	0.03297	0
1529 ko	195712	0.033041	0
1537 ko	196736	0.032934	0
1545 ko	197760	0.032943	0
1553 ko	198784	0.032928	0
1561 ko	199808	0.032935	0
1569 ko	200832	0.032935	0
1577 ko	201856	0.03294	0
1585 ko	202880	0.032937	0
1593 ko	203904	0.032933	0
1601 ko	204928	0.032935	0
1609 ko	205952	0.032926	0
1617 ko	206976	0.032944	0
1625 ko	208000	0.032933	0
1633 ko	209024	0.032925	0
1641 ko	210048	0.036597	0
1649 ko	211072	0.033173	0
1657 ko	212096	0.032932	0
1665 ko	213120	0.032935	0
1673 ko	214144	0.032937	0
1681 ko	215168	0.032941	0
1689 ko	216192	0.03295	0
1697 ko	217216	0.033028	0
1705 ko	218240	0.032941	0
1713 ko	219264	0.032985	0
1721 ko	220288	0.032962	0
1729 ko	221312	0.03293	0
1737 ko	222336	0.032934	0
1745 ko	223360	0.032929	0
1753 ko	224384	0.032873	0
1761 ko	225408	0.032739	0
1769 ko	226432	0.03304	0
1777 ko	227456	0.032929	0
1785 ko	228480	0.036666	0
1793 ko	229504	0.032989	0
1801 ko	230528	0.032943	0
1809 ko	231552	0.032921	0
1817 ko	232576	0.032927	0
1825 ko	233600	0.032926	0
1833 ko	234624	0.032922	0
1841 ko	235648	0.033031	0
1849 ko	236672	0.032938	0
1857 ko	237696	0.032937	0
1865 ko	238720	0.032938	0
1873 ko	239744	0.032956	0
1881 ko	240768	0.032942	0
1889 ko	241792	0.033036	0
1897 ko	242816	0.032923	0
1905 ko	243840	0.03294	0
1913 ko	244864	0.032924	0
1921 ko	245888	0.032934	0
1929 ko	246912	0.036689	0
1937 ko	247936	0.032936	0
1945 ko	248960	0.032937	0
1953 ko	249984	0.033042	0
1961 ko	251008	0.033007	0
1969 ko	252032	0.03293	0
1977 ko	253056	0.032966	0
1985 ko	254080	0.032933	0
1993 ko	255104	0.032974	0
2001 ko	256128	0.033062	0
2009 ko	257152	0.033007	0
2017 ko	258176	0.032931	0
2025 ko	259200	0.032929	0
2033 ko	260224	0.032928	0
2041 ko	261248	0.032918	0
2049 ko	262272	0.032941	0
2057 ko	263296	0.032936	0
2065 ko	264320	0.03293	0
2073 ko	265344	0.032917	0
2081 ko	266368	0.032937	0
2089 ko	267392	0.032922	0
2097 ko	268416	0.032937	0
2105 ko	269440	0.032923	0
2113 ko	270464	0.032971	0
2121 ko	271488	0.033022	0
2129 ko	272512	0.032944	0
2137 ko	273536	0.032924	0
2145 ko	274560	0.032934	0
2153 ko	275584	0.032942	0
2161 ko	276608	0.032919	0
2169 ko	277632	0.032929	0
2177 ko	278656	0.032936	0
2185 ko	279680	0.032941	0
2193 ko	280704	0.032915	0
2201 ko	281728	0.03296	0
2209 ko	282752	0.032925	0
2217 ko	283776	0.032975	0
2225 ko	284800	0.032929	0
2233 ko	285824	0.032929	0
2241 ko	286848	0.033057	0
2249 ko	287872	0.032937	0
2257 ko	288896	0.032926	0
2265 ko	289920	0.033018	0
2273 ko	290944	0.032922	0
2281 ko	291968	0.032977	0
2289 ko	292992	0.032939	0
2297 ko	294016	0.032936	0
2305 ko	295040	0.033055	0
2313 ko	296064	0.03303	0
2321 ko	297088	0.032977	0
2329 ko	298112	0.032926	0
2337 ko	299136	0.032921	0
2345 ko	300160	0.032937	0
2353 ko	301184	0.032974	0
2361 ko	302208	0.033052	0
2369 ko	303232	0.032937	0
2377 ko	304256	0.032921	0
2385 ko	305280	0.032938	0
2393 ko	306304	0.032922	0
2401 ko	307328	0.032936	0
2409 ko	308352	0.03295	0
2417 ko	309376	0.032928	0
2425 ko	310400	0.032912	0
2433 ko	311424	0.032926	0
2441 ko	312448	0.032936	0
2449 ko	313472	0.032915	0
2457 ko	314496	0.032928	0
2465 ko	315520	0.032936	0
2473 ko	316544	0.032899	0
2481 ko	317568	0.033094	0
2489 ko	318592	0.032966	0
2497 ko	319616	0.032936	0
2505 ko	320640	0.032991	0
2513 ko	321664	0.032917	0
2521 ko	322688	0.032964	0
2529 ko	323712	0.03293	0
2537 ko	324736	0.032928	0
2545 ko	325760	0.032929	0
2553 ko	326784	0.032932	0
2561 ko	327808	0.032938	0
2569 ko	328832	0.032941	0
2577 ko	329856	0.03294	0
2585 ko	330880	0.03294	0
2593 ko	331904	0.032975	0
2601 ko	332928	0.033069	0
2609 ko	333952	0.032939	0
2617 ko	334976	0.032936	0
2625 ko	336000	0.03293	0
2633 ko	337024	0.032926	0
2641 ko	338048	0.032923	0
2649 ko	339072	0.032988	0
2657 ko	340096	0.032911	0
2665 ko	341120	0.032937	0
2673 ko	342144	0.032935	0
2681 ko	343168	0.032923	0
2689 ko	344192	0.032921	0
2697 ko	345216	0.032909	0
2705 ko	346240	0.032937	0
2713 ko	347264	0.032926	0
2721 ko	348288	0.033035	0
2729 ko	349312	0.032945	0
2737 ko	350336	0.032933	0
2745 ko	351360	0.032916	0
2753 ko	352384	0.032946	0
2761 ko	353408	0.032929	0
2769 ko	354432	0.032912	0
2777 ko	355456	0.032934	0
2785 ko	356480	0.032918	0
2793 ko	357504	0.033002	0
2801 ko	358528	0.032924	0
2809 ko	359552	0.032907	0
2817 ko	360576	0.032925	0
2825 ko	361600	0.032944	0
2833 ko	362624	0.032929	0
2841 ko	363648	0.033027	0
2849 ko	364672	0.032923	0
2857 ko	365696	0.03294	0
2865 ko	366720	0.032921	0
2873 ko	367744	0.032937	0
2881 ko	368768	0.032916	0
2889 ko	369792	0.032935	0
2897 ko	370816	0.032908	0
2905 ko	371840	0.032921	0
2913 ko	372864	0.033045	0
2921 ko	373888	0.032907	0
2929 ko	374912	0.032974	0
2937 ko	375936	0.032932	0
2945 ko	376960	0.032958	0
2953 ko	377984	0.033103	0
2961 ko	379008	0.033005	0
2969 ko	380032	0.032944	0
2977 ko	381056	0.032915	0
2985 ko	382080	0.032924	0
2993 ko	383104	0.032933	0
3001 ko	384128	0.032941	0
3009 ko	385152	0.032912	0
3017 ko	386176	0.032919	0
3025 ko	387200	0.032925	0
3033 ko	388224	0.032931	0
3041 ko	389248	0.03294	0
3049 ko	390272	0.032907	0
3057 ko	391296	0.032976	0
3065 ko	392320	0.03292	0
3073 ko	393344	0.033107	0
3081 ko	394368	0.032937	0
3089 ko	395392	0.032929	0
3097 ko	396416	0.032936	0
3105 ko	397440	0.032937	0
3113 ko	398464	0.032938	0
3121 ko	399488	0.032941	0
3129 ko	400512	0.032901	0
3137 ko	401536	0.032903	0
3145 ko	402560	0.032909	0
3153 ko	403584	0.032952	0
3161 ko	404608	0.032907	0
3169 ko	405632	0.032905	0
3177 ko	406656	0.03294	0
3185 ko	407680	0.032908	0
3193 ko	408704	0.033079	0
3201 ko	409728	0.032949	0
3209 ko	410752	0.032943	0
3217 ko	411776	0.032943	0
3225 ko	412800	0.032935	0
3233 ko	413824	0.032936	0
3241 ko	414848	0.032929	0
3249 ko	415872	0.032927	0
3257 ko	416896	0.033144	0
3265 ko	417920	0.032912	0
3273 ko	418944	0.032989	0
3281 ko	419968	0.032902	0
3289 ko	420992	0.032938	0
3297 ko	422016	0.032931	0
3305 ko	423040	0.032958	0
3313 ko	424064	0.033126	0
3321 ko	425088	0.032909	0
3329 ko	426112	0.032905	0
3337 ko	427136	0.032939	0
3345 ko	428160	0.032929	0
3353 ko	429184	0.032918	0
3361 ko	430208	0.03291	0
3369 ko	431232	0.032942	0
3377 ko	432256	0.03293	0
3385 ko	433280	0.032918	0
3393 ko	434304	0.032911	0
3401 ko	435328	0.032943	0
3409 ko	436352	0.032969	0
3417 ko	437376	0.033996	0
3425 ko	438400	0.033069	0
3433 ko	439424	0.033531	0
3441 ko	440448	0.033355	0
3449 ko	441472	0.033347	0
3457 ko	442496	0.033356	0
3465 ko	443520	0.03321	0
3473 ko	444544	0.033202	0
3481 ko	445568	0.033387	0
3489 ko	446592	0.033444	0
3497 ko	447616	0.033466	0
3505 ko	448640	0.032941	0
3513 ko	449664	0.033141	0
3521 ko	450688	0.033148	0
3529 ko	451712	0.033085	0
3537 ko	452736	0.033573	0
3545 ko	453760	0.034107	0
3553 ko	454784	0.033479	0
3561 ko	455808	0.033509	0
3569 ko	456832	0.032927	0
3577 ko	457856	0.032908	0
3585 ko	458880	0.032933	0
3593 ko	459904	0.033113	0
3601 ko	460928	0.033029	0
3609 ko	461952	0.033329	0
3617 ko	462976	0.032945	0
3625 ko	464000	0.032919	0
3633 ko	465024	0.032945	0
3641 ko	466048	0.032972	0
3649 ko	467072	0.033065	0
3657 ko	468096	0.032921	0
3665 ko	469120	0.033364	0
3673 ko	470144	0.032921	0
3681 ko	471168	0.033051	0
3689 ko	472192	0.032972	0
3697 ko	473216	0.032951	0
3705 ko	474240	0.032951	0
3713 ko	475264	0.033063	0
3721 ko	476288	0.032911	0
3729 ko	477312	0.032931	0
3737 ko	478336	0.032905	0
3745 ko	479360	0.033056	0
3753 ko	480384	0.033087	0
3761 ko	481408	0.033214	0
3769 ko	482432	0.032981	0
3777 ko	483456	0.032912	0
3785 ko	484480	0.033623	0
3793 ko	485504	0.032951	0
3801 ko	486528	0.033034	0
3809 ko	487552	0.033148	0
3817 ko	488576	0.032916	0
3825 ko	489600	0.033046	0
3833 ko	490624	0.032952	0
3841 ko	491648	0.032925	0
3849 ko	492672	0.032941	0
3857 ko	493696	0.033193	0
3865 ko	494720	0.03293	0
3873 ko	495744	0.033053	0
3881 ko	496768	0.032976	0
3889 ko	497792	0.03299	0
3897 ko	498816	0.0337	0
3905 ko	499840	0.0332	0
3913 ko	500864	0.032953	0
3921 ko	501888	0.033035	0
3929 ko	502912	0.033129	0
3937 ko	503936	0.033014	0
3945 ko	504960	0.032993	0
3953 ko	505984	0.033009	0
3961 ko	507008	0.033046	0
3969 ko	508032	0.033138	0
3977 ko	509056	0.033018	0
3985 ko	510080	0.033175	0
3993 ko	511104	0.033176	0
4001 ko	512128	0.03338	0
4009 ko	513152	0.033198	0
4017 ko	514176	0.033808	0
4025 ko	515200	0.033255	0
4033 ko	516224	0.033353	0
4041 ko	517248	0.033246	0
4049 ko	518272	0.033245	0
4057 ko	519296	0.033283	0
4065 ko	520320	0.033293	0
4073 ko	521344	0.033404	0
4081 ko	522368	0.033343	0
4089 ko	523392	0.033514	0
4097 ko	524416	0.060225	0
4129 ko	528512	0.042158	0
4161 ko	532608	0.041076	0
4193 ko	536704	0.044212	0
4225 ko	540800	0.046518	0
4257 ko	544896	0.05371	0
4289 ko	548992	0.06498	0
4321 ko	553088	0.077153	0
4353 ko	557184	0.08587	0
4385 ko	561280	0.099379	0
4417 ko	565376	0.103064	0
4449 ko	569472	0.102828	0
4481 ko	573568	0.1066	0
4513 ko	577664	0.113179	0
4545 ko	581760	0.091639	0
4577 ko	585856	0.116837	0
4609 ko	589952	0.136031	0
4641 ko	594048	0.140348	0
4673 ko	598144	0.131777	0
4705 ko	602240	0.098392	0
4737 ko	606336	0.126733	0
4769 ko	610432	0.129783	0
4801 ko	614528	0.126802	0
4833 ko	618624	0.123134	0
4865 ko	622720	0.128209	0
4897 ko	626816	0.120406	0
4929 ko	630912	0.113434	0
4961 ko	635008	0.109491	0
4993 ko	639104	0.107491	0
5025 ko	643200	0.111058	0
5057 ko	647296	0.105376	0
5089 ko	651392	0.098042	0
5121 ko	655488	0.096416	0
5153 ko	659584	0.095412	0
5185 ko	663680	0.09356	0
5217 ko	667776	0.101983	0
5249 ko	671872	0.096195	0
5281 ko	675968	0.091904	0
5313 ko	680064	0.091439	0
5345 ko	684160	0.091683	0
5377 ko	688256	0.090166	0
5409 ko	692352	0.101048	0
5441 ko	696448	0.100382	0
5473 ko	700544	0.093117	0
5505 ko	704640	0.093859	0
5537 ko	708736	0.093779	0
5569 ko	712832	0.096798	0
5601 ko	716928	0.105101	0
5633 ko	721024	0.107247	0
5665 ko	725120	0.09678	0
5697 ko	729216	0.09666	0
5729 ko	733312	0.103056	0
5761 ko	737408	0.098682	0
5793 ko	741504	0.125427	0
5825 ko	745600	0.113143	0
5857 ko	749696	0.105544	0
5889 ko	753792	0.105202	0
5921 ko	757888	0.100662	0
5953 ko	761984	0.112728	0
5985 ko	766080	0.130914	0
6017 ko	770176	0.120159	0
6049 ko	774272	0.108991	0
6081 ko	778368	0.106286	0
6113 ko	782464	0.120098	0
6145 ko	786560	0.128485	0
6177 ko	790656	0.113393	0
6209 ko	794752	0.110078	0
6241 ko	798848	0.109358	0
6273 ko	802944	0.127514	0
6305 ko	807040	0.137746	0
6337 ko	811136	0.128123	0
6369 ko	815232	0.123839	0
6401 ko	819328	0.12808	0
6433 ko	823424	0.153928	0
6465 ko	827520	0.138273	0
6497 ko	831616	0.134989	0
6529 ko	835712	0.125909	0
6561 ko	839808	0.145526	0
6593 ko	843904	0.141894	0
6625 ko	848000	0.137915	0
6657 ko	852096	0.133206	0
6689 ko	856192	0.146183	0
6721 ko	860288	0.147694	0
6753 ko	864384	0.143077	0
6785 ko	868480	0.142013	0
6817 ko	872576	0.157435	0
6849 ko	876672	0.146225	0
6881 ko	880768	0.141839	0
6913 ko	884864	0.139939	0
6945 ko	888960	0.157461	0
6977 ko	893056	0.15022	0
7009 ko	897152	0.14941	0
7041 ko	901248	0.146139	0
7073 ko	905344	0.162224	0
7105 ko	909440	0.149057	0
7137 ko	913536	0.146904	0
7169 ko	917632	0.143413	0
7201 ko	921728	0.143069	0
7233 ko	925824	0.141341	0
7265 ko	929920	0.143735	0
7297 ko	934016	0.137975	0
7329 ko	938112	0.13377	0
7361 ko	942208	0.137008	0
7393 ko	946304	0.140977	0
7425 ko	950400	0.138237	0
7457 ko	954496	0.137689	0
7489 ko	958592	0.144942	0
7521 ko	962688	0.14441	0
7553 ko	966784	0.143844	0
7585 ko	970880	0.143626	0
7617 ko	974976	0.140637	0
7649 ko	979072	0.140518	0
7681 ko	983168	0.141232	0
7713 ko	987264	0.143171	0
7745 ko	991360	0.141859	0
7777 ko	995456	0.141316	0
7809 ko	999552	0.144463	0
7841 ko	1003648	0.143408	0
7873 ko	1007744	0.143426	0
7905 ko	1011840	0.145818	0
7937 ko	1015936	0.145552	0
7969 ko	1020032	0.143941	0
8001 ko	1024128	0.143984	0
8033 ko	1028224	0.147015	0
8065 ko	1032320	0.145415	0
8097 ko	1036416	0.144156	0
8129 ko	1040512	0.149499	0
8161 ko	1044608	0.146425	0
8193 ko	1048704	0.146447	0
8225 ko	1052800	0.149479	0
8257 ko	1056896	0.150661	0
8289 ko	1060992	0.145486	0
8321 ko	1065088	0.146511	0
8353 ko	1069184	0.149231	0
8385 ko	1073280	0.14672	0
8417 ko	1077376	0.144189	0
8449 ko	1081472	0.150993	0
8481 ko	1085568	0.151582	0
8513 ko	1089664	0.151105	0
8545 ko	1093760	0.155746	0
8577 ko	1097856	0.153275	0
8609 ko	1101952	0.152726	0
8641 ko	1106048	0.146912	0
8673 ko	1110144	0.145927	0
8705 ko	1114240	0.145348	0
8737 ko	1118336	0.151212	0
8769 ko	1122432	0.154185	0
8801 ko	1126528	0.150625	0
8833 ko	1130624	0.151972	0
8865 ko	1134720	0.154554	0
8897 ko	1138816	0.154464	0
8929 ko	1142912	0.155163	0
8961 ko	1147008	0.155912	0
8993 ko	1151104	0.154416	0
9025 ko	1155200	0.155116	0
9057 ko	1159296	0.156028	0
9089 ko	1163392	0.153168	0
